X,Y,cluster,name
1,-1.70784034973769,4.03834335817363,1,P1_A01.2.cover
2,-3.23499260876097,3.14827738378919,2,P1_A02.2.cover
3,3.0398174766671,-3.94055846353964,1,P1_A03.2.cover
4,7.32507129217134,-3.35182140445531,1,P1_A04.2.cover
5,5.71036643156357,1.40212511163343,1,P1_A05.2.cover
6,1.83364617774431,-0.758912397431815,1,P1_A06.2.cover
7,0.367150596424668,3.05775391037476,1,P1_A07.2.cover
8,-1.66679796160386,1.52124733667357,1,P1_A08.2.cover
9,-6.31830132529343,0.0583608967559759,1,P1_A09.2.cover
10,-3.22116999118226,2.01537725174297,1,P1_A10.2.cover
11,-7.63815168416149,0.279258374080887,2,P1_A11.2.cover
12,-1.51438185735547,1.86506440312157,1,P1_A12.2.cover
13,-8.93409680902252,0.90856027184987,2,P1_B01.2.cover
14,2.38764201081191,-2.83243203983952,1,P1_B02.2.cover
15,-7.00383093038405,-0.193741496343356,1,P1_B03.2.cover
16,-7.36668813095497,2.17982068648224,2,P1_B04.2.cover
17,-0.537488559837739,-2.25101825228415,1,P1_B05.2.cover
18,6.28565415305079,1.18126429822968,1,P1_B06.2.cover
19,5.5368926394339,-4.55904450505221,1,P1_B07.2.cover
20,2.17173791058525,0.179563359724248,1,P1_B08.2.cover
21,4.89186879878328,2.49788358304798,1,P1_B09.2.cover
22,-1.94998068766297,-6.96665297665647,1,P1_B10.2.cover
23,6.65875575128508,1.89627961733116,1,P1_B11.2.cover
24,7.00462409860644,0.44575643995209,1,P1_B12.2.cover
25,4.11918266683333,-2.22262196942699,1,P1_C01.2.cover
26,-9.16914618860945,1.1291508056099,2,P1_C02.2.cover
27,0.171600586836774,2.00607203619354,1,P1_C03.2.cover
28,7.37480088951548,1.23887766810871,1,P1_C04.2.cover
29,-7.22630187841659,-0.0432617140298182,1,P1_C05.2.cover
30,-6.3882312274581,3.21680088319612,2,P1_C06.2.cover
31,-0.543451773942976,-2.23057389649504,1,P1_C07.2.cover
32,-8.86350273600452,3.10138180731054,3,P1_C08.2.cover
33,0.184457553169182,5.10417649167766,1,P1_C09.2.cover
34,6.29540905059979,-3.1411784732832,1,P1_C10.2.cover
35,6.52748333560186,-4.01528248474536,1,P1_C11.2.cover
36,0.1818981885802,2.02126616039556,1,P1_C12.2.cover
37,-7.21610160748313,3.32173068476711,2,P1_D01.2.cover
38,-1.05147419229537,4.05820200401918,1,P1_D02.2.cover
39,-0.544718503199805,-2.2368325932007,1,P1_D03.2.cover
40,5.85264504555526,2.2819301468776,1,P1_D04.2.cover
41,2.16917019534472,-2.39262815391686,1,P1_D05.2.cover
42,-8.08754203153024,0.883417536708052,2,P1_D06.2.cover
43,-6.79687045093045,0.0115720889407463,1,P1_D07.2.cover
44,0.184415995631334,5.10416667465546,1,P1_D08.2.cover
45,-6.72329170084351,-0.276460474967251,1,P1_D09.2.cover
46,0.282602397331983,5.10094241786569,1,P1_D11.2.cover
47,-7.05228129704867,2.18931331283021,2,P1_D12.2.cover
48,4.76637719295268,-0.699000377233064,1,P1_E01.2.cover
49,5.04264212722785,-1.53170986409385,1,P1_E02.2.cover
50,-0.0193352210270994,5.08049763420392,1,P1_E03.2.cover
51,0.282633136398978,5.10095575514802,1,P1_E04.2.cover
52,5.40728988269556,-2.1197471974233,1,P1_E05.2.cover
53,-3.86826217285579,3.37980600841073,1,P1_E06.2.cover
54,-2.51043533217987,0.712188511812429,1,P1_E07.2.cover
55,-2.93649230225964,0.709746944978557,1,P1_E08.2.cover
56,-3.15088195995649,2.08780980718754,1,P1_E09.2.cover
57,5.02048682325606,-2.2753018931341,1,P1_E11.2.cover
58,5.75460663681102,-0.34415094196989,1,P1_E12.2.cover
59,5.95229608825314,-1.33307690801347,1,P1_F01.2.cover
60,-6.81292952795158,3.52397731010924,2,P1_F02.2.cover
61,-9.43369316184372,2.95410189286577,3,P1_F03.2.cover
62,0.330787831193922,5.08766011737353,1,P1_F04.2.cover
63,4.54884148119453,-2.3715584752707,1,P1_F05.2.cover
64,5.82829229047509,-0.769588739522795,1,P1_F06.2.cover
65,5.83637080655119,-0.64416292517916,1,P1_F07.2.cover
66,-3.20519207213926,3.58180643952083,2,P1_F08.2.cover
67,4.73566278726179,-2.35899187139936,1,P1_F09.2.cover
68,-2.47300444502977,0.669663512318585,1,P1_F10.2.cover
69,5.8143256043469,-0.870006167040825,1,P1_F11.2.cover
70,-0.00796863397834551,1.94887559665962,1,P1_F12.2.cover
71,-3.55615549994198,2.73386878790075,1,P1_G02.2.cover
72,-9.51028238676675,0.191437275431949,3,P1_G03.2.cover
