x
P1_A01.2.cover,1
P1_A02.2.cover,2
P1_A03.2.cover,3
P1_A04.2.cover,3
P1_A05.2.cover,3
P1_A06.2.cover,3
P1_A07.2.cover,1
P1_A08.2.cover,2
P1_A09.2.cover,4
P1_A10.2.cover,2
P1_A11.2.cover,5
P1_A12.2.cover,2
P1_B01.2.cover,5
P1_B02.2.cover,3
P1_B03.2.cover,5
P1_B04.2.cover,4
P1_B05.2.cover,1
P1_B06.2.cover,3
P1_B07.2.cover,3
P1_B08.2.cover,3
P1_B09.2.cover,3
P1_B10.2.cover,6
P1_B11.2.cover,3
P1_B12.2.cover,3
P1_C01.2.cover,3
P1_C02.2.cover,5
P1_C03.2.cover,1
P1_C04.2.cover,3
P1_C05.2.cover,5
P1_C06.2.cover,4
P1_C07.2.cover,1
P1_C08.2.cover,4
P1_C09.2.cover,1
P1_C10.2.cover,3
P1_C11.2.cover,3
P1_C12.2.cover,1
P1_D01.2.cover,4
P1_D02.2.cover,1
P1_D03.2.cover,1
P1_D04.2.cover,3
P1_D05.2.cover,3
P1_D06.2.cover,5
P1_D07.2.cover,5
P1_D08.2.cover,1
P1_D09.2.cover,5
P1_D11.2.cover,1
P1_D12.2.cover,4
P1_E01.2.cover,3
P1_E02.2.cover,3
P1_E03.2.cover,1
P1_E04.2.cover,1
P1_E05.2.cover,3
P1_E06.2.cover,2
P1_E07.2.cover,2
P1_E08.2.cover,2
P1_E09.2.cover,2
P1_E11.2.cover,3
P1_E12.2.cover,3
P1_F01.2.cover,3
P1_F02.2.cover,4
P1_F03.2.cover,7
P1_F04.2.cover,1
P1_F05.2.cover,3
P1_F06.2.cover,3
P1_F07.2.cover,3
P1_F08.2.cover,2
P1_F09.2.cover,3
P1_F10.2.cover,2
P1_F11.2.cover,3
P1_F12.2.cover,1
P1_G02.2.cover,2
P1_G03.2.cover,5
P1_G04.2.cover,3
P1_G05.2.cover,5
P1_G06.2.cover,2
P1_G07.2.cover,6
P1_G08.2.cover,1
P1_G09.2.cover,7
P1_G10.2.cover,3
P1_G11.2.cover,5
P1_G12.2.cover,3
P1_H01.2.cover,3
P1_H02.2.cover,3
P1_H03.2.cover,2
P1_H04.2.cover,3
P1_H05.2.cover,3
P1_H06.2.cover,3
P1_H07.2.cover,5
P1_H08.2.cover,5
P1_H09.2.cover,3
P1_H10.2.cover,1
P1_H11.2.cover,1
P1_H12.2.cover,3
P2_A01.2.cover,3
P2_A02.2.cover,3
P2_A03.2.cover,3
P2_A04.2.cover,1
P2_A05.2.cover,2
P2_A07.2.cover,3
P2_A08.2.cover,1
P2_A09.2.cover,3
P2_A10.2.cover,3
P2_A11.2.cover,3
P2_A12.2.cover,3
P2_B01.2.cover,4
P2_B02.2.cover,1
P2_B06.2.cover,3
P2_B07.2.cover,2
P2_B08.2.cover,3
P2_B09.2.cover,1
P2_B10.2.cover,3
P2_B11.2.cover,3
P2_B12.2.cover,3
P2_C02.2.cover,3
P2_C03.2.cover,6
P2_C05.2.cover,7
P2_C07.2.cover,5
P2_C08.2.cover,3
P2_C09.2.cover,3
P2_C12.2.cover,3
P2_D03.2.cover,3
P2_D04.2.cover,3
P2_D05.2.cover,6
P2_D06.2.cover,1
P2_D07.2.cover,1
P2_D08.2.cover,5
P2_D09.2.cover,1
P2_E01.2.cover,4
P2_E02.2.cover,1
P2_E03.2.cover,3
P2_E05.2.cover,7
P2_E06.2.cover,4
P2_E09.2.cover,1
P2_E11.2.cover,3
P2_E12.2.cover,3
P2_F02.2.cover,1
P2_F03.2.cover,3
P2_F04.2.cover,7
P2_F05.2.cover,1
P2_F06.2.cover,1
P2_F08.2.cover,2
P2_F09.2.cover,6
P2_G03.2.cover,3
P2_G05.2.cover,3
P2_G06.2.cover,6
P2_G09.2.cover,4
P2_H01.2.cover,3
P2_H02.2.cover,3
P2_H04.2.cover,6
P2_H05.2.cover,3
P2_H06.2.cover,3
P2_H07.2.cover,3
P2_H08.2.cover,6
P2_H09.2.cover,3
P3_A01.2.cover,8
P3_A02.2.cover,4
P3_A03.2.cover,3
P3_A04.2.cover,1
P3_A05.2.cover,3
P3_A06.2.cover,3
P3_A07.2.cover,3
P3_A08.2.cover,3
P3_A09.2.cover,3
P3_A10.2.cover,5
P3_A11.2.cover,3
P3_A12.2.cover,1
P3_B01.2.cover,6
P3_B02.2.cover,3
P3_B03.2.cover,1
P3_B04.2.cover,3
P3_B05.2.cover,3
P3_B06.2.cover,3
P3_B07.2.cover,3
P3_B08.2.cover,3
P3_B09.2.cover,3
P3_B10.2.cover,3
P3_B11.2.cover,3
P3_B12.2.cover,3
P3_C01.2.cover,8
P3_C02.2.cover,4
P3_C03.2.cover,3
P3_C04.2.cover,3
P3_C05.2.cover,3
P3_C06.2.cover,1
P3_C07.2.cover,3
P3_C08.2.cover,3
P3_C09.2.cover,3
P3_C10.2.cover,3
P3_D01.2.cover,3
P3_D02.2.cover,1
P3_D03.2.cover,3
P3_D05.2.cover,3
P3_D06.2.cover,3
P3_D07.2.cover,3
P3_D08.2.cover,3
P3_D09.2.cover,3
P3_D11.2.cover,6
P3_D12.2.cover,3
P3_E02.2.cover,3
P3_E03.2.cover,4
P3_E04.2.cover,1
P3_E05.2.cover,3
P3_E06.2.cover,3
P3_E07.2.cover,3
P3_F01.2.cover,2
P3_F04.2.cover,2
P3_F05.2.cover,3
P3_F08.2.cover,3
P3_F12.2.cover,3
P3_G02.2.cover,3
P3_G03.2.cover,3
P3_G04.2.cover,3
P3_G05.2.cover,3
P3_G06.2.cover,3
P3_H05.2.cover,3
P4_A01.2.cover,4
P4_A02.2.cover,7
P4_A03.2.cover,6
P4_A07.2.cover,2
P4_A08.2.cover,5
P4_A09.2.cover,8
P4_A10.2.cover,5
P4_A11.2.cover,4
P4_A12.2.cover,3
P4_B01.2.cover,7
P4_B02.2.cover,4
P4_B03.2.cover,8
P4_B05.2.cover,2
P4_B06.2.cover,3
P4_B07.2.cover,2
P4_B08.2.cover,3
P4_B09.2.cover,5
P4_B11.2.cover,5
P4_B12.2.cover,3
P4_C03.2.cover,3
P4_C04.2.cover,2
P4_C05.2.cover,3
P4_C06.2.cover,6
P4_C07.2.cover,2
P4_C08.2.cover,6
P4_C10.2.cover,3
P4_C11.2.cover,7
P4_D01.2.cover,4
P4_D02.2.cover,3
P4_D03.2.cover,2
P4_D04.2.cover,4
P4_D05.2.cover,1
P4_D06.2.cover,2
P4_D07.2.cover,5
P4_D08.2.cover,8
P4_D09.2.cover,3
P4_D11.2.cover,2
P4_D12.2.cover,1
P4_E01.2.cover,3
P4_E02.2.cover,2
P4_E03.2.cover,4
P4_E04.2.cover,4
P4_E05.2.cover,5
P4_E06.2.cover,2
P4_E07.2.cover,7
P4_E08.2.cover,2
P4_E09.2.cover,2
P4_E11.2.cover,5
P4_E12.2.cover,3
P4_F01.2.cover,3
P4_F02.2.cover,7
P4_F03.2.cover,2
P4_F04.2.cover,6
P4_F05.2.cover,6
P4_F06.2.cover,5
P4_F07.2.cover,4
P4_F08.2.cover,7
P4_F09.2.cover,7
P4_F10.2.cover,6
P4_F12.2.cover,3
P4_G01.2.cover,3
P4_G07.2.cover,3
P4_G09.2.cover,3
P4_G11.2.cover,6
P4_H01.2.cover,3
P4_H06.2.cover,3
P4_H07.2.cover,3
P4_H09.2.cover,6
P4_H10.2.cover,3
P4_H11.2.cover,3
P4_H12.2.cover,6
